Name,Quantities,Warehouse ID
Colchones 6p 130g Prom BIM 36270,79,2
Twinkies Vainilla 2p 76g MLA 36274,60,2
Twinkies Vainilla 2p 76g MTB MLA 36275,42,1
Exhibidor Sanissimo 2 42Kg CJM SAN 36277,26,1
Tortilla Hna 22p 840g Conv MTA DH 36278,89,2
Tortillas de Harina 18p 630g MTA DH 36287,57,1
Twin Pack Thins Multig 16p 680g ORO 36288,11,1
Twin Pack Thins Multig 16p 680g MTA ORO 36289,53,1
Tortilla Harina TiMex 10p 339g MTA DH 36290,1,1
Galleta Confeti Prueb 5p 65g Tira TR 36291,52,1
Galleta Confeti Prueb 5p 65g Tira MTB TR 36292,26,1
Suavicremas Fresa 100g MTA MLA 36298,24,1
Suavicremas Vainilla 100g MTA MLA 36301,30,2
Suavicremas Chocolate 100g MTA MLA 36304,48,2
Galleta Almenuez 57g Tira TR 36309,8,1
Galleta Almenuez Bajio 57g Tira MTB TR 36310,50,2
Pan Deli Avena 4p 293g BIM 36318,13,1
Lors MG 10p 98g CR1 MLA 36319,94,2
Plativolos MG 10p 92g CR1 MLA 36320,67,2
Polvoron MG 6p 113g CR1 MLA 36321,44,1
Principe MG 10p 106g Prom CR1 MLA 36322,31,2
Principe Cho Bco MG 10p110g Prom CR1 MLA 36323,12,2
Sponch MG 8p 120g CR1 MLA 36324,88,2
Suavicremas Chocolate MG 158g CR2 MLA 36325,75,2
Canelitas MG 90g CR1 MLA 36327,96,2
Rocko Tira MG 10p 44g CR2 MLA 36328,9,1
Saladas MG 175g CR2 LAR 36329,60,1
Deliciosas Chochitos MG 180g CR2 LAR 36332,62,1
Principe MG Crunch 8p 60g CR1 MLA 36333,90,1
Triki Trakes MG 8p 69g CR1 MLA 36334,14,2
Polvorones Tubo MG 18p 250g CR1 MLA 36335,82,1
Principe Tubo MG 14p 152g CR1 MLA 36336,9,2
Triki Trakes Tubo MG 20p 174g CR1 MLA 36337,94,1
Canelitas Tubo MG 33p 180g CR1 MLA 36338,78,2
Lors Tubo MG 167g CR1 MLA 36339,96,1
Plativolos Tubo MG 18p 144g CR2 MLA 36340,49,1
Tubo Galleta Gansito MG 8p 215g CR2 MLA 36341,24,1
Suavicremas Vainilla MG 158g CR2 MLA 36342,59,2
Suavicremas Fresa MG 158g CR2 MLA 36343,9,2
Tripack Mini Submarinos Fsa 75g MLA 36344,24,1
Tripack Mini Submarinos Fsa 75g MTA MLA 36345,94,1
Tripack Mini Submarinos Fsa 75g TAB MLA 36346,54,1
Sand Clasico Jamon Qso Cong 87g CU LON 36396,98,2
Sand Clasico Multigrano Cong 91g CU LON 36398,74,1
Sand Clasico Dob Fibra Cong 98g CU LON 36400,36,2
Duo Bigotes y Mini Doraditas 95g TR 36402,35,2
Duo Bigotes y Mini Doraditas 95g MTA TR 36403,16,2
Nuevo Napi 5p 50g Tira MTA MLA 36408,88,2
Tortilla Consumos 24p 577g TR 36410,98,2
Mantecadas Mix 8p 250g ME MTA BIM 36413,42,2
Bollo Parrillero 6p 585g MTA BIM 36430,20,2
Cuernito Jamon y Queso LT 80g MTA LON 36439,19,2
Sand Clasico Jamon Qso LT 87g MTA LON 36440,39,2
Sand Clasico Dob Fibra LT 98g MTA LON 36441,87,2
Sand Clasico Multigrano LT 91g MTA LON 36442,60,1
Sponch 960g MLA 36448,44,2
Barri Pop 25g MP BIM 36453,64,2
Barri Pop 25g MP Tira BIM 36456,52,2
Barri Pop 25g MP Tira MTA BIM 36457,63,2
PDQ Bran Frut Fresa Dpy 240g BIM 36460,7,2
Besos de Nuez 1kg GBI 36498,84,2
Pan Deli Avena 6p 440g TAB BIM 36501,77,1
Sand Clasico Multigrano Det 91g LON 36502,13,2
Sand Clasico Dob Fibra Det 98g LON 36503,7,2
Tortilla Consumos 24p 577g MTA TR 36524,98,2
Triki Trakes 8p 69g Prom CU MLA 36529,63,2
Mantecadas 8p 250g ME CU BIM 36530,19,2
Donas Azucar 8p 210g ME CU BIM 36531,23,2
Pastisetas MG 75g CR2 SUA 36532,79,1
Duo Nito 124g BIM 36533,87,1
Duo Nito 124g MTB BIM 36534,43,2
Duo Nito 124g TAB BIM 36535,19,1
Napi Duo 2p 50g MLA 36536,44,1
Napi Duo 2p 50g MTB MLA 36537,21,2
Napi Duo 2p 50g TAB MLA 36538,33,1
Pan Integral 680g CU BIM 36539,9,2
Roles Canela 3p 180g Prom BIM 36544,54,2
Roles Canela 3p 180g Prom MTB BIM 36545,46,1
Roles Glass 3p 202g Prom BIM 36547,72,2
Mantecadas Vain 6p 188g Prom BIM 36550,0,1
Mantecadas Vain 6p 188g Prom MTA BIM 36551,79,2
Mantecadas Nuez 6p 184g Prom BIM 36553,14,1
Mantecadas Nuez 6p 184g Prom MTA BIM 36554,46,1
Pan Blanco 680g CU BIM 36557,83,1
Medias Noches 8p 340g CU BIM 36561,19,1
Bimbollos 8p 450g CU BIM 36562,1,2
Barritas Fresa MG 67g CR2 MLA 36576,96,1
Barritas Pina MG 67g CR2 MLA 36577,10,2
Marias MG 170g CR2 LAR 36579,2,2
Galleta Int Fruta sab Nar BC DIF 30g GBI 36586,97,2
Deliciosas Vainilla MG 75g CR2 LAR 36587,90,2
Decanelas 5 Obleas MG 83g CR1 LAR 36588,64,2
Magnas MG 200g CR2 LAR 36589,25,1
Canapinas MG 95g CR1 LAR 36591,72,1
Chocochispas MG 80g CR2 LAR 36595,79,2
Animalitos Karamelo MG 200g CR1 LAR 36596,43,2
Deliciosas Betunadas MG 180g CR1 LAR 36597,30,1
Animalitos Karamelo Hierro 200g MTA LAR 36598,62,1
Animalitos Karamelo Hierro 200g TAB LAR 36599,7,1
Suavicremas Fresa MG 84g CR2 MLA 36600,98,1
Suavicremas Chocolate MG 84g CR2 MLA 36601,17,2
Suavicremas Vainilla MG 84g CR2 MLA 36602,13,1
Bolsa Mini Rocko 40p 13g CU MLA 36610,21,2
Pan con Fibra Freihofers 28Reb MTA BIM 36612,0,1
Pan con Fibra Freihofers 28Reb TNB BIM 36614,63,2
Pan con Fibra Mrs Bairds 28Reb TNB BIM 36618,15,1
Pan con Fibra Stroehmann 28Reb MTA BIM 36620,0,2
Pan con Fibra Stroehmann 28Reb TNB BIM 36622,58,2
Hot Dog Freihofers 8p 340g MTA BIM 36627,46,2
Hot Dog Stroehmann 8p 340g MTA BIM 36629,71,2
Mantecadas Chocolate 2p 95g MTA TR 36639,7,1
Mini Doraditas ME 8p 360g MTB TR 36640,46,2
Cuernitos ME 200g MTA TR 36641,58,2
Tarima Twin Pack Thins Multig CU ORO 36659,78,1
Tortilla Hna Hermosillo 10p 326g MTA DH 36671,76,2
Torti Hna Rec Casera 20p 357g MTA TR 36673,34,2
Tarima Galletero Navideno 172g CU MLA 36687,26,2
Galletero Navideno 172g MLA 36688,74,1
Galleta Gansito MG 62g CR2 MLA 36689,37,2
Triki Intenso MG 8p 80g CR1 MLA 36690,61,2
Barritas Fresa Salvado MG 67g CR2 MLA 36691,30,2
Bolsa Mini Rocko MG 40p 13g CR2 MLA 36692,22,1
Choco Roles 2p 80g CU MLA 36699,39,1
Gansito 50g CU MLA 36700,94,2
Servilletero Bimbollos BIM 36706,64,1
Tortillina Hna RW Hermo 20p 610g MTA DH 36709,1,2
Tortillina Hna RW HermSP 20p 610g MTA DH 36710,65,2
Madalenas 3p 93g MTA BIM 36711,5,2
Pallet Canelitas Media KC 360g MLA 36714,72,1
Salmas Nopal 140g CJM SAN 36722,74,2
Salmas Azul 140g CJM SAN 36723,24,2
Salmas Azul y Nopal 36p 648g CUB SAN 36724,75,1
Salmas Azul y Nopal 48p 864g CUB SAN 36725,90,1
Tartinas Fresa MG 8p 104g CR2 TR 36726,83,2
Galletas Integrales Avena 2p 54g CR1 TR 36727,37,1
Polvoron Individual MG 65g CR2 TR 36729,95,1
Galleta Avena Chispas MG 8p 100g CR2 TR 36731,80,1
Galleta Cereleta MG 57g CR2 TR 36732,64,2
Galleton Chocolate MG 57g CR2 TR 36733,61,1
Galleta Arandaleta MG 57g CR2 TR 36734,13,1
Galleta Almenuez Bajio 57g CR2 TR 36735,66,2
Madalenas 3p 93g TAB BIM 36739,94,2
Madalena 1p 31g MTA BIM 36740,73,2
Super Hotdog Fast Food 12p 650g CU WON 36742,90,1
Duo Barrita FsaPna 110g Prom CU MLA 36744,77,2
Canelitas Tubo 207g MTB MLA 36745,43,2
Principe Tubo 190g MTB MLA 36746,74,1
Triki Trakes Tubo 200g MTB MLA 36747,32,2
Polvorones Tubo 287g MTB MLA 36748,73,2
Plativolos Tubo 222g MTB MLA 36749,28,1
Tartinas Pina MG 8p 104g CR2 TR 36763,50,1
Tartinas Zarzamora MG 8p 104g CR2 TR 36764,59,1
Donas Azucar Promocaja 21p 551g BIM 36773,56,1
Pan Tostado Tradicional BA 180g CU BIM 36774,16,2
Cajilla Galletones Naturales 1140g CU TR 36791,36,1
Hot Dog Estilo Sonora 500g MTA BIM 36794,13,2
Hot Dog Inte Est Sonora 500g DIF MTA BIM 36801,76,2
Mantecadas Vain 16p 500g Prom Cj BIM 36806,12,1
Tostada Ondulada Tubo 18p 216g CU MR 36809,76,1
Galletas Panditas 6p 66g Tira MTA MLA 36823,92,1
Bon o Bon Leche Two Pack 104p 30g RIC 36830,89,1
Medias Noches Cluster 8p 340g BIM 36831,86,2
Hot Dog Pullman 8p 340g MTA BIM 36843,37,2
Tortilla Harina TiMex 10p 339g DH 36844,8,1
Thins Multigrano 340g TNB ORO 36851,83,1
Thins Fibra Granos Enteros 340g TNB ORO 36852,98,2
Pan Blanco Pullman 28Reb MTA BIM 36854,66,2
Pan Blanco Pullman 28Reb TAB BIM 36855,39,2
Pan con Fibra Pullman 28Reb TNB BIM 36872,68,2
Tostada Ond Tubo 30p 360g Prom TNB MR 36873,17,2
Barritas Fresa 24p 55g MLA 36875,98,2
Barritas Pina 24p 55g MLA 36876,89,2
Deliciosas Vainilla 180g SP CU LAR 36883,53,2
Polvorones 14p 75g MLA 36886,90,2
Pan Tostado Mantequilla 210g TNB BIM 36899,38,2
Tostado Integral 250g TNB BIM 36907,82,2
Bigotes Crema Pastelera 60g TR 36910,53,2
Bigotes Crema Pastelera 60g MTA TR 36911,89,1
Canelitas Navidad 60g CU MLA 36912,39,1
Apapacho 5p 70g Tira TR 36913,17,2
Solecitos 4p 70g Tira TR 36918,60,2
Bisquet 3p 140g Tira TR 36920,61,1
Bisquet 3p 140g Tira MTA TR 36921,26,2
Orejas 4p 51g Tira TR 36924,72,2
Combo Salma mas Levite1360g Prom CUB SAN 36927,80,2
Combo Salma mas Levite1414g Prom CUB SAN 36928,48,1
Combo Tos Clas mas Sals500g Prom CUB SAN 36929,45,1
Donas Azucar Promocaja 21p 551g MTA BIM 36930,71,2
Donas Azucar Promocaja 21p 551g TAB BIM 36931,70,2
Dona 1p 26g Tira MTA BIM 36932,62,1
Dona 1p 26g Tira TAB BIM 36933,8,2
Wonder 100pct grande 567g TNB WON 36936,34,2
Principe mas Navigalleta 42 5g Cj CU MLA 36940,42,2
Barritas Bisabor 24p 1320g CU MLA 36941,71,1
Mini Milk Besos Nuez 110g GBI 36942,43,2
Mini Milk Orejitas 110g GBI 36943,42,1
Mini Milk Tarta Fresa 110g GBI 36944,8,2
Mini Milk Surtido Rico 110g GBI 36945,26,1
Canelitas Tubo 33p 180g SP CU MLA 36946,11,1
Principe Tubo 14p 152g SP CU MLA 36947,18,1
Triki Trakes Tubo 20p 174g SP CU MLA 36948,28,2
Polvorones Tubo 18p 250g SP CU MLA 36949,14,2
Tostada Ondulada Tubo 18p 216g TBE MR 36951,93,2
Lata Danesa Paul Frank Cara 300g GBI 36955,35,2
Pachoncitos 2p 140g TR 36960,12,1
Lata Cuadrad Mix Navidad 200g CU GBI 36963,14,1
Galletas Panditas 6p 66g Tira MLA 36964,7,2
Cuadritas de Maiz 186g MR 36969,6,2
Pinguis 1p 34g MLA 36974,68,2
Pinguis 1p 34g MTB MLA 36975,36,1
Canelitas 14p 840g CU MLA 36978,17,1
Lata Danesas Kitty Regalo 300g GBI 36979,46,1
Medio Pallet Lata Kitty Navidad 300g GBI 36983,60,1
Canelitas Navidad Mayoreo KC 360g CU MLA 36988,90,1
Combo Tost Clas mas Frijol 640g Prom SAN 36989,78,1
Combo Picadita mas Tomate Picad 290g SAN 36990,46,1
Deliciosas Coco 130g Tira LAR 36991,46,1
Deliciosas Coco 130g Tira MTA LAR 36992,76,1
Rebanada Bimbotones 2p 55g BIM 36994,56,2
Rebanada Bimbotones 2p 55g MTA BIM 36995,50,2
Rebanada Bimbotones 2p 55g TAB BIM 36996,12,1
Canelitas Tubo 33p 180g SP2 CU MLA 36998,53,1
Principe Tubo 14p 152g SP2 CU MLA 36999,78,1
Triki Trakes Tubo 20p 174g SP2 CU MLA 37000,45,1
Polvorones Tubo 18p 250g SP2 CU MLA 37001,44,1
Galleta Integral Cacahuate DIF 30g GBI 37002,66,2
Madalenas 3p 93g SP BIM 37005,79,2
Madalenas 3p 93g SP MTA BIM 37006,66,2
Madalenas 3p 93g SP TAB BIM 37007,74,2
Deliciosas Chocochispas 170g SP CU LAR 37011,71,1
Madalenas 2p 62g BIM 37014,51,2
Madalenas 2p 62g MTA BIM 37015,61,2
Madalenas 2p 62g TAB BIM 37016,26,2
Medio Pallet Surtido Fino 200g GBI 37017,33,1
Mantecadas Vain 16p 500g Prom Cj MTA BIM 37018,52,2
Tostada Ondulada Reg 30p 360g TNB MR 37024,3,1
Donas Canela 4p 105g BIM 37031,9,2
Rebanada Exp Bimbotones 2p 55g BIM 37032,95,2
Bisquet Muestreo 140g TR 37037,45,1
Choco Roles 2p 80g MLA 37057,13,2
Choco Roles 2p 80g MTA MLA 37058,25,1
Choco Roles 2p 80g TAB MLA 37059,49,1
Duo Nito Conveniencia 124g BIM 37075,82,2
Duo Nito Conveniencia 124g MTB BIM 37076,62,1
Burritos Sincro 170g MTA LON 37086,28,2
Pan Multigrano 610g BIM 37130,23,1
Pan Multigrano 610g MTA BIM 37131,43,2
Pan Multigrano 610g TNB BIM 37133,69,1
Pan Multigrano Linaza 610g BIM 37134,28,2
Pan Multigrano Linaza 610g MTA BIM 37135,82,1
Pan Multigrano Linaza 610g TNB BIM 37137,1,2
Pan Deli Avena 4p 293g MTA BIM 37139,35,2
Classicas 4p 33g CU GBI 37149,21,1
Tartinas Fresa 6p 78g TR 37150,24,1
Orejitas Panera 500g CR1 GBI 37153,26,2
12 Tarima MiniMilk Kitty Nav 110g GBI 37157,8,2
Nito 1p 62g Central MTB BIM 37159,63,1
Tartinas Pina 6p 78g TR 37173,76,2
Tartinas Zarzamora 6p 78g TR 37175,60,1
Canelitas Navidad 60g MTA MLA 37177,81,2
Mini Rocko 13g CU MLA 37185,75,1
Orejitas con Canela 100g Tira CU GBI 37187,46,1
Panetone Suandy 750g SUA 37191,84,1
Pachoncitos 2p 140g MTB TR 37202,67,1
Besos de Nuez 100g Tira CU GBI 37210,40,1
Galleta Arandaleta 57g SP Tira TR 37220,48,1
Galleta Arandaleta 57g SP Tira MTB TR 37221,59,1
Galleta Almenuez 57g SP Tira TR 37222,75,2
Galleta Almenuez 57g SP Tira MTB TR 37223,27,2
Principe 42 5g MTB MLA 37228,60,1
Principe mas Navigalleta42 5g Cj MTA MLA 37232,48,1
Tortilla Taquera Herm 18p 305g DH 37241,60,2
Tortilla Taquera Herm 18p 305g MTA DH 37242,27,2
Maxi Choco Roles Tripack 3p 150g MLA 37264,96,1
Maxi Choco Roles Tripack 3p 150g MTA MLA 37265,30,2
Mini Barritas Fresa 15p 185g MTB MLA 37268,44,2
Principe Limon 10p 106g Tira MTA MLA 37272,68,1
Principe MP 42 5g CU MLA 37273,75,2
Principe Mousse Limon 42 5g CU MLA 37281,70,1
Lata Corazon Chococat Beso Nuez 200g GBI 37285,73,1
Lata Corazon Kitty Besos Nuez 200g GBI 37286,1,1
Lata Czon Paul Frank1 Beso Nuez 200g GBI 37287,88,2
Lata Cuadrada Chococat Bes Nuez 200g GBI 37289,19,1
Lata Cuadrada Kitty Beso Nuez 200g GBI 37290,8,1
Lata Cuad Paul Frank1 Beso Nuez 200g GBI 37291,60,2
Media Tarima Mix Lta CzonCuad 200g GBI 37293,26,1
Pallet Principe KC 392g CU MLA 37329,61,1
Tortilla Hna Monterrey 10p 204g MTA DH 37350,54,1
Tortilla Hna Monterrey 20p 427g MTA DH 37352,44,1
Ganchera Galletones 15p 855g CU TR 37355,11,1
Balcon Galletones 12p 684g CU TR 37356,49,1
Tortilla Hna RC 10p 260g DH 37359,58,1
Canelitas 120g Prom MLA 37360,72,1
Canelitas 120g Prom MTB MLA 37361,23,2
Canelitas 120g Prom TAB MLA 37362,11,2
Canelitas 120g Prom CR1 MLA 37363,51,1
12Tarima Mini Milk Kitty SnVal 110g GBI 37373,77,1
Tira Mixta Galletas 471g CU GBI 37374,9,2
Triki Trakes MG 8p 69g Prom CR2 MLA 37379,96,2
Mini Milk Chococat Valentines 110g GBI 37383,8,2
Duo Panque NuezRoles Canela 6p 620g BIM 37388,56,2
Donas Canela 4p 105g MTA BIM 37396,51,2
Nacho Fiesta 300g MR 37400,41,1
Nacho Fiesta 300g MTA MR 37401,12,1
Mantecadas Nuez 16p 500g Prom Cj BIM 37402,33,1
Mantecadas Nuez 16p 500g Prom Cj MTA BIM 37403,80,2
Mantecadas Nuez 16p 500g Prom Cj TAB BIM 37404,10,2
Mantecadas Nuez 1p 33g BIM 37405,73,1
Deliciosas Coco 130g MTA LAR 37425,28,1
Lata Czon Galleta Sn Valentines 110g GBI 37426,79,2
Leche Gansito 236ml MLA 37427,8,1
Tortilla Harina MP 8p 203g DH 37441,53,1
Classicas 7p 33g Cj CU GBI 37442,29,1
Suavicremas Chocolate CA 237g CU MLA 37468,85,1
Suavicremas Vainilla CA 237g CU MLA 37469,87,2
Tubo Galleta Gansito CA 8p 215g CU MLA 37470,29,2
Principe Crunch CA KC 8p 360g CU MLA 37471,71,1
Dolce Roll 1p 30g Cj MLA 37494,55,1
Dolce Roll 1p 30g Cj MTA MLA 37495,47,1
Dolce Roll 1p 30g Cj TAB MLA 37496,72,1
Pan Blanco 640g Prom BIM 37516,19,2
Pan Blanco 640g Prom TNB BIM 37519,89,1
Pan Blanco 680g Prom BIM 37520,33,2
Pan Blanco 680g Prom TNB BIM 37523,62,1
Deliciosas Chochochispas 204gPromMTA LAR 37569,42,1
Deliciosas Chochochispas 204gProm LAR 37570,23,2
Deliciosas Chochochispas 204gPromCU LAR 37573,20,1
Deliciosas Chochitos 180g Prom MTB LAR 37574,91,2
Deliciosas Chochitos 180g Prom CU LAR 37575,0,1
Deliciosas Chochitos 180g Prom CR2 LAR 37576,22,2
Deliciosas Betunadas 216g Prom CU LAR 37577,67,2
Deliciosas Betunadas 216g Prom CR2 LAR 37578,61,1
Deliciosas Vainilla 216g Prom CU LAR 37579,96,1
Deliciosas Vainilla 216g Prom LAR 37580,53,1
Deliciosas Vainilla 216g Prom MTA LAR 37581,74,1
Salmitas 45g CJM SAN 37587,33,2
Salmitas 5p 45g Tira CJM SAN 37588,69,1
Tortilla Hna RC SLP 10p 260g MTA DH 37589,98,2
Tortilla Hna Hermosillo 10p 326g DH 37590,2,1
Galleta Arandaleta Muestreo 1p 57g CU TR 37593,67,1
Atun en Aceite 1880g NAI 37610,21,1
Atun en Agua 1880g NAI 37611,82,1
Atun en Aceite 140g NAI 37612,97,1
Atun en Agua 140g NAI 37613,95,2
Canela Molida 63g MCM 37614,77,2
Pimienta Negra Molida 64g MCM 37615,9,1
Te Manzanilla 100 Sobres 120g MCM 37616,90,2
Te Hierbabuena 50 Sobres 150g MCM 37617,94,1
Salsa tipo Catsup 1000g EMB 37618,71,1
Miel Abeja 1050g CAR 37619,16,1
Mermelada Fresa 980g MCM 37620,94,1
Pluma 500g BRL 37621,33,1
Spaghetti Mediano 500g BRL 37622,30,1
Pachoncitos 2p 140g SP TR 37624,63,1
Pachoncitos 2p 140g TAB TR 37626,94,2
Salma 90g CJM SAN 37627,12,2
Tortillinas 15p 390g MTA TR 37639,61,1
Tartaleta Fresa 71g GBI 37641,39,1
LataCorazonChococatBesoNuez200g Temp GBI 37644,50,1
Lata CuadradaKittyBesoNuez 200g Temp GBI 37645,96,1
Tortilla Harina 8p 220g MTA DH 37667,86,1
Bollos 5in 12p 976g MTA SL 37688,4,2
Bollos Economicos 8p 425g MTA SL 37689,82,2
Hot Dogs Economicos 16p 570g MTA SL 37690,12,1
Choco Roles 2p 80g CC MLA 37702,79,1
Choco Roles 2p 80g CC TAB MLA 37703,7,1
Pan Blanco 640g Consumos Breddy MTA BIM 37745,53,1
Mantecada Vainilla 3p 157g Prom TR 40217,11,2
StarGum Yerbabuena Intensa 8g SKD 40234,8,1
Totopo Chilaquiles 280g TAB MR 40290,59,1
Roles Canela 2p 120g TAB BIM 40292,23,1
Pan Blanco 680g Inst Breddy MTA BIM 40297,26,2
Lata Butter 454g CE GBI 40309,72,1
Lata Butter Flores Rojas 454g GBI 40310,85,1
Lata Regreso a Clases Danesas 400g GBI 40319,29,2
Totopo Redondo 200g MR 40351,89,2
Bollos Carls Jr 5in 1350g TIR SL 40430,54,1
Principe Doble Chocolate 8p 88g MTB MLA 40445,94,1
Principe Doble Chocolate 8p 88g MLA 40446,86,2
Tortillinas 12p 310g TR 40447,13,2
Tortillinas 12p 310g TAB TR 40448,14,1
Tortillinas 22p 570g TAB TR 40449,51,1
Tortillinas 22p 570g TR 40450,62,2
Mantecadas 1p 33g BIM 40507,84,1
Galleta Amaranto Naranja 6p 312g BIM 40560,79,1
Manzana Canela Galleton 72g CU BIM 40569,17,2
Tortillinas 12p 310g MTA NTE TR 40606,48,1
Ami Manzana 500ml JMX 40639,55,2
Ami Uva 500ml JMX 40640,17,1
Ami Naranja 500ml JMX 40641,69,1
Duo Pack Multigrano Nuez 408g MTA BIM 40665,96,2
Choco Roles Fresa 2p 67g MLA 40673,63,2
Choco Roles Fresa 2p 67g MTB MLA 40674,47,2
Leche Gansito Chocolate 200ml MLA 40680,59,1
Tostadita Ondulada 18p 190g MR 40747,21,1
Mantecadas Nuez BimboContig 125g BIM 40751,96,2
Nano Milk Lechero Besos Can 100g CU GBI 40802,23,1
Nano Milk Lechero Besos Nuez 100g CU GBI 40803,54,1
Nano Milk Lechero Orejitas 100g CU GBI 40804,10,1
Nano Milk Lechero Surt Rico 100g CU GBI 40805,81,1
Pan Blanco Chico 360g SP BIM 40815,91,2
Mantecadas 1p 33g MTB BIM 40820,7,2
Mini Gansito 30g MLA 40839,27,2
Choco Roles 15p Cj MTA MLA 40859,78,1
Marias 170g SP CU LAR 40886,21,1
Orejitas Panera 100p 5g TR 40889,74,2
Bollos Estilo Angus 6p 340g MTA WON 40917,45,1
Super Bollos 5in 6p 445g WON 40920,51,1
Triki Trakes 8p 69g Prom TAB MLA 40929,18,2
Triki Trakes 8p 69g Prom MTB MLA 40930,17,1
Triki Trakes 8p 69g Prom MLA 40931,65,2
Sponch 8p 120g Prom MTB MLA 40942,16,1
Plativolos 8p 74g Prom MLA 40944,22,1
Plativolos 8p 74g Prom MTB MLA 40945,22,1
Bollos 6p 340g WON 40963,44,1
Bollos 6p 340g MTA WON 40964,90,2
Super Bollos 5in 6p 445g MTA WON 40974,31,2
Duo Nito 124g SP BIM 40985,56,1
Besos de Nuez Cons1 71g GBI 40987,4,1
Polvoroncitos Panera 40p 16 25g TAB TR 40990,41,2
DonitasEspolvoreadas ME 12p 210g TAB BIM 41725,8,1
Triki Trakes Chocolate Tubo 225g MLA 41758,22,2
Tortillinas Taquera 25p 325g TR 41829,61,2
Tortillinas 10p 255g Prom TAB TR 41830,45,1
Leche Nito 236ml BIM 41843,28,2
Bimbollos Extra 8p 640g FS MTA BIM 41921,90,1
Tortillinas 10p 255g Prom MTA TR 41935,65,2
Mantecadas Nuez 123g BIM 41938,60,1
Suavicremas Chocolate 60g MLA 41986,80,1
Suavicremas Fresa 60g MLA 41987,89,2
Suavicremas Vainilla 60g MLA 41988,79,1
Pan Molido 240g 14pct mas BIM 42014,3,1
Medias Noches 2p gts 340g Prom BIM 42034,38,1
Magno 65g MTA LAR 42036,39,2
Duo Barrita Fresa y Pina 150g MLA 42042,29,1
Barritas Fresa Salvado 6p 67g Cj MLA 42049,95,2
Sandwich Doble Fibra 187g CU LON 42083,93,1
Sandwich Doble Fibra 187g MTA LON 42084,11,2
Sandwich Linaza 179g CU LON 42086,87,1
Sandwich Linaza 179g MTA LON 42087,62,1
Sandwich Clasico Americano 175g CU LON 42089,15,1
Sandwich Clasico Americano 175g MTA LON 42090,28,1
Tortillinas 10p 255g Prom TR 42110,12,1
Valentones 20g CB2 BAR 42117,38,2
Pan Mantequilla ButterMilk 680g ORO 42122,77,1
Chips Jalapeno 46g BAR 42128,88,1
Bombonete Temporalidad 55g MLA 42192,45,1
Bimbollos Parrilleros 12p 1170g TNB BIM 42215,51,1
Chips a la Diabla 46g BAR 42225,40,2
Chips Sal 46g BAR 42227,91,1
Tortillina Hna RW Hermo 20p 610g DH 42237,17,2
Marias 170g SP LAR 42323,57,1
Barra Multigrano Nuez 204g 6p BIM 42351,35,1
Suavicremas Chocolate 257g CJ MLA 42386,18,2
Suavicremas Fresa 257g CJ MLA 42388,31,1
Suavicremas Vainilla 257g CJ MLA 42390,38,1
Barra Multigrano Nuez 34g BIM 42434,21,2
Barra Multigrano Nuez 204g 6p BIM 42436,72,1
Barra Multigrano Nuez 204g 6p CU BIM 42437,44,2
Takis Fuego 62g BAR 42453,13,2
Tortillina Taquera de 30p 390g TR 42470,26,1
Barra Multigrano Nuez 12p 408g Cj BIM 42538,50,1
Canelitas 30g Ch MLA 42590,9,1
Pan Silueta con Fibra 454g BIM 42616,9,2
Mini Rocko 13g MLA 42638,15,1
Takis Fuego 59g BAR 42672,56,1
Pastisetas sin Azucar 10p 70g SUA 42783,38,1
Bimbollos FS 12p 675g BIM 42791,17,1
Medias Noches FS 16p 680g BIM 42792,60,1
Galletas Integrales Avena 2p 54g TR 42869,68,2
Div Tira Mini Doradita 4p 45g MTB TR 43000,37,1
Decanelas 100g MTB LAR 43003,66,1
Bimbollos Extra 6p 480g MTA BIM 43005,46,1
Pan Integral 370g MTA BIM 43006,86,1
Tostado Doble Fibra 250g MTA BIM 43014,50,2
Palitrigos 100g MTA BIM 43018,75,2
Barra Multigrano Linaza 32g MTA BIM 43023,8,2
Bran Frut Fresa 6p 240g MTA BIM 43027,70,1
Bran Frut Pina 6p 240g MTA BIM 43028,73,1
Triki Trakes 8p 69g MTB MLA 43033,5,2
Pan Cero Cero 0pct Azucar 567g MTA WON 43034,26,1
Mantecadas 2p SP MTA TR 43037,57,1
Conchas 2p 120g MTB TR 43038,91,2
Cuernitos 100g MTA TR 43039,60,2
Doraditas 110g MTA TR 43040,5,2
Chocochispas 220g MTA LAR 43047,60,2
Pan Blanco 567g MTA SUN 43052,90,2
Sponch 8p 120g MTB MLA 43058,82,2
Empanizador Crujiente 175g MTA BIM 43059,75,1
Bimbolunch 6p 354g ME MTA BIM 43060,61,2
Panera Polvoron 14p 65g MTA TR 43061,70,2
Barra Multigrano Linaza 6p 192g MTA BIM 43062,93,1
Submarinos Fresa 3p 105g SP MTA MLA 43064,63,1
Rollo Fresa 2p 75g MTA MLA 43065,13,2
Pay Pina 1p 85g MTB MLA 43066,68,1
Pay Nuez 1p 70g MTB MLA 43067,84,1
Rocko Tira 10p 44g MTA MLA 43068,70,1
Pinguinos 2p 80g MTA MLA 43069,98,1
Canelitas 6p 60g MTB MLA 43070,72,1
Canelitas Tubo 250g MTB MLA 43071,21,2
Triki Trakes Tubo 27p 225g MTB MLA 43072,76,2
Plativolos Tubo 193g MTB MLA 43073,19,2
